airport_key,airport_code,airport_name,airport_type,municipality,country_key
5402,DCT,Duncan Town Airport,medium_airport,Duncan Town,31
5403,RCY,Rum Cay International Airport,small_airport,Port Nelson,31
5404,MYS,Moyale Airport,small_airport,Moyale,67
5405,ZSA,San Salvador International Airport,large_airport,San Salvador,31
5406,MFW,Magaruque Airport,closed,Magaruque Island,157
5407,NTC,Paradise Island Airport,small_airport,Santa Carolina,157
5408,MQJ,Moma Airport,closed,Moma,157
5409,TGS,Chokwé Airport,small_airport,Chokwé,157
5410,BZE,Philip S. W. Goldson International Airport,large_airport,Belize City,35
5411,MZE,Manatee Airport,small_airport,Unknown,35
5412,CYD,San Ignacio Town (Maya Flats) Airstrip,small_airport,Maya Flats,35
5413,PLJ,Placencia Airport,medium_airport,Placencia,35
5414,IMI,Ine Airport,small_airport,Arno Atoll,141
5415,MGD,Magdalena Airport,small_airport,Magdalena,230
5416,WLE,Miles Airport,small_airport,Hillsborough,230
5417,SVK,Silver Creek Airport,small_airport,Morganton,230
5418,AIT,Aitutaki Airport,small_airport,Aitutaki,43
5419,AIU,Enua Airport,small_airport,Atiu Island,43
5420,MGS,Mangaia Island Airport,small_airport,Mangaia Island,43
5421,MHX,Manihiki Island Airport,small_airport,Manihiki Island,43
5422,MUK,Mauke Airport,small_airport,Mauke Island,43
5423,MOI,Mitiaro Island Airport,small_airport,Mitiaro Island,43
5424,PZK,Pukapuka Island Airport,small_airport,Pukapuka Atoll,43
5425,PYE,Tongareva Airport,small_airport,Penrhyn Island,43
5426,RAR,Rarotonga International Airport,large_airport,Avarua,43
5427,NSN,Nelson Airport,small_airport,Amenia,230
5428,EPG,Browns Airport,small_airport,Weeping Water,230
5429,ICI,Cicia Airport,small_airport,Cicia,69
5430,CST,Castaway Island Seaplane Base,seaplane_base,Castaway Island,69
5431,NAN,Nadi International Airport,large_airport,Nadi,69
5432,PTF,Malolo Lailai Island Airport,small_airport,Malolo Lailai Island,69
5433,RBI,Rabi Island Airport,small_airport,Rabi Island,69
5434,KDV,Vunisea Airport,small_airport,Vunisea,69
5435,MNF,Mana Island Airport,small_airport,Mana Island,69
5436,MFJ,Moala Airport,small_airport,Moala,69
5437,SUV,Nausori International Airport,large_airport,Nausori,69
5438,LEV,Levuka Airfield,small_airport,Bureta,69
5439,NGI,Ngau Airport,small_airport,Ngau,69
5440,LUC,Laucala Island Airport,small_airport,Laucala Island,69
5441,LKB,Lakeba Island Airport,small_airport,Lakeba Island,69
5442,LBS,Labasa Airport,medium_airport,Labasa,69
5443,TVU,Matei Airport,small_airport,Matei,69
5444,KXF,Koro Island Airport,small_airport,Koro Island,69
5445,RTA,Rotuma Airport,small_airport,Rotuma,69
5446,SVU,Savusavu Airport,small_airport,Savusavu,69
5447,KAY,Wakaya Island Airport,small_airport,Wakaya Island,69
5448,ONU,Ono-i-Lau Airport,small_airport,Ono-i-Lau,69
5449,YAS,Yasawa Island Airport,small_airport,Yasawa Island,69
5450,EUA,Kaufana Airport,small_airport,Eua Island,221
5451,TBU,Fua'amotu International Airport,large_airport,Nuku'alofa,221
5452,HPA,Lifuka Island Airport,medium_airport,Lifuka,221
5453,NFO,Mata'aho Airport,small_airport,"Angaha, Niuafo'ou Island",221
5454,NTT,Kuini Lavenia Airport,small_airport,Niuatoputapu,221
5455,VAV,Vava'u International Airport,large_airport,Vava'u Island,221
5456,TTL,Turtle Island Seaplane Base,seaplane_base,Nanuya Levu Island,69
5457,VBV,Vanua Balavu Airport,small_airport,Vanua Balavu,69
5458,VTF,Vatulele Airport,small_airport,Vatulele,69
5459,PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,medium_airport,Port Harcourt,162
5460,ABF,Abaiang Airport,small_airport,Abaiang,116
5461,BEZ,Beru Airport,small_airport,Beru,116
5462,FUN,Funafuti International Airport,medium_airport,Funafuti,224
5463,KUC,Kuria Airport,small_airport,Kuria,116
5464,MNK,Maiana Airport,small_airport,Maiana,116
5465,MZK,Marakei Airport,small_airport,Marakei,116
5466,MTK,Makin Island Airport,small_airport,Makin Island,116
5467,NIG,Nikunau Airport,small_airport,Nikunau,116
5468,OOT,Onotoa Airport,small_airport,Onotoa,116
5469,TRW,Bonriki International Airport,large_airport,South Tarawa,116
5470,AEA,Abemama Airport,small_airport,Abemama,116
5471,TBF,Tabiteuea North Airport,medium_airport,Unknown,116
5472,TMN,Tamana Island Airport,small_airport,Tamana Island,116
5473,NON,Nonouti Airport,small_airport,Nonouti,116
5474,AIS,Arorae Island Airport,small_airport,Arorae Island,116
5475,TSU,Tabiteuea South Airport,small_airport,Tabiteuea South,116
5476,BBG,Butaritari Airport,small_airport,Butaritari,116
5477,AAK,Aranuka Airport,small_airport,Buariki,116
5478,LEZ,La Esperanza Airport,small_airport,San Juan del Sur,163
5479,LEZ,La Esperanza Airport,closed,La Esperanza,163
5480,NVG,Nueva Guinea Airport,closed,Nueva Guinea,163
5481,IUE,Niue International Airport,medium_airport,Alofi,168
5482,NKD,Sinak Airport,small_airport,Sinak,99
5483,UTC,Soesterberg Air Base,closed,Soesterberg,164
5484,LID,Valkenburg Naval Air Base,closed,Leiden,164
5485,NLH,Ninglang Luguhu Airport,medium_airport,Ninglang,46
5486,FUT,Pointe Vele Airport,small_airport,Futuna Island,240
5487,WLS,Hihifo Airport,large_airport,Wallis Island,240
5488,HBB,Industrial Airpark,small_airport,Hobbs,230
5489,NND,Nangade Airport,small_airport,Nangade,157
5490,FBU,"Oslo, Fornebu Airport",closed,Oslo,165
5491,NVK,Narvik Framnes Airport,closed,Narvik,165
5492,NOM,Nomad River Airport,small_airport,Nomad River,174
5493,NOO,Naoro Airport,small_airport,Naoro Vilage,174
5494,PHH,Pokhara International Airport,large_airport,Pokhara,166
5495,NPG,Nipa Airport,small_airport,Nipa,174
5496,NRY,Newry Airport,small_airport,Newry,13
5497,OFU,Ofu Airport,small_airport,Ofu,11
5498,AAU,Asau Airport,small_airport,Asau,241
5499,APW,Faleolo International Airport,large_airport,Apia,241
5500,FGI,Fagali'i Airport,small_airport,Apia,241
5501,FTI,Fitiuta Airport,small_airport,Fitiuta Village,11
5502,MXS,Maota Airport,small_airport,Maota,241
5503,PPG,Pago Pago International Airport,large_airport,Pago Pago,11
5504,PPT,Fa'a'ā International Airport,large_airport,Papeete,173
5505,RMT,Rimatara Airport,small_airport,Rimatara Island,173
5506,RUR,Rurutu Airport,medium_airport,Unknown,173
5507,TUB,Tubuai Airport,medium_airport,Unknown,173
5508,RVV,Raivavae Airport,small_airport,Unknown,173
5509,AAA,Anaa Airport,medium_airport,Anaa,173
5510,FGU,Fangatau Airport,medium_airport,Fangatau,173
5511,TIH,Tikehau Airport,medium_airport,Tuherahera,173
5512,APK,Apataki Airport,small_airport,Apataki,173
5513,REA,Reao Airport,medium_airport,Reao,173
5514,FAV,Fakarava Airport,medium_airport,Unknown,173
5515,HHZ,Hikueru Airport,small_airport,Hikueru,173
5516,XMH,Manihi Airport,medium_airport,Unknown,173
5517,GMR,Totegegie Airport,medium_airport,Unknown,173
5518,KKR,Kaukura Airport,medium_airport,Raitahiti,173
5519,MKP,Makemo Airport,medium_airport,Makemo,173
5520,NAU,Napuka Island Airport,small_airport,Napuka Island,173
5521,TKV,Tatakoto Airport,small_airport,Tatakoto,173
5522,PKP,Puka Puka Airport,small_airport,Unknown,173
5523,PUK,Pukaruha Airport,small_airport,Pukaruha,173
5524,TKP,Takapoto Airport,medium_airport,Unknown,173
5525,AXR,Arutua Airport,medium_airport,Unknown,173
5526,MVT,Mataiva Airport,medium_airport,Unknown,173
5527,NUK,Nukutavake Airport,small_airport,Nukutavake,173
5528,ZTA,Tureia Airport,small_airport,Tureia,173
5529,AHE,Ahe Airport,medium_airport,Ahe Atoll,173
5530,KHZ,Kauehi Airport,small_airport,Kauehi,173
5531,FAC,Faaite Airport,small_airport,Faaite,173
5532,FHZ,Fakahina Airport,small_airport,Fakahina,173
5533,RKA,Aratika Nord Airport,small_airport,Unknown,173
5534,TJN,Takume Airport,small_airport,Takume,173
5535,NIU,Naiu Airport,small_airport,Naiu Atoll,173
5536,RRR,Raroia Airport,small_airport,Raroia,173
5537,TKX,Takaroa Airport,medium_airport,Unknown,173
5538,KXU,Katiu Airport,small_airport,Katiu,173
5539,NKP,Nukutepipi Airport,small_airport,Nukutepipi,173
5540,NHV,Nuku Hiva Airport,medium_airport,Nuku Hiva,173
5541,AUQ,Hiva Oa-Atuona Airport,medium_airport,Hiva Oa Island,173
5542,UAP,Ua Pou Airport,small_airport,Ua Pou,173
5543,UAH,Ua Huka Airport,small_airport,Ua Huka,173
5544,BOB,Bora Bora Airport,medium_airport,Motu Mute,173
5545,TTI,Tetiaroa Airport,small_airport,Tetiaroa,173
5546,RGI,Rangiroa Airport,medium_airport,Unknown,173
5547,HUH,Huahine-Fare Airport,medium_airport,Fare,173
5548,MOZ,Moorea Temae Airport,medium_airport,Moorea-Maiao,173
5549,HOI,Hao Airport,medium_airport,Otepa,173
5550,MAU,Maupiti Airport,medium_airport,Unknown,173
5551,RFP,Raiatea Airport,medium_airport,Uturoa,173
5552,TPX,Tupai Airport,small_airport,Tupai Atoll,173
5553,UOA,Moruroa Airport,small_airport,Moruroa Atoll,173
5554,VHZ,Vahitahi Airport,small_airport,Vahitahi,173
5555,NUF,Castlereagh Lake Seaplane Base,seaplane_base,Hatton,128
5556,UCC,Yucca Airstrip,small_airport,Mercury,230
5557,MTV,Mota Lava Airport,small_airport,Ablow,239
5558,SLH,Sola Airport,small_airport,Sola,239
5559,TOH,Torres Airstrip,small_airport,Loh/Linua,239
5560,EAE,Siwo Airport,small_airport,Emae Island,239
5561,CCV,Craig Cove Airport,small_airport,Craig Cove,239
5562,LOD,Longana Airport,small_airport,Longana,239
5563,SSR,Sara Airport,small_airport,Pentecost Island,239
5564,PBJ,Tavie Airport,small_airport,Paama Island,239
5565,LPM,Lamap Airport,small_airport,Lamap,239
5566,LNB,Lamen Bay Airport,small_airport,Lamen Bay,239
5567,MWF,Maewo-Naone Airport,small_airport,Maewo Island,239
5568,LNE,Lonorore Airport,small_airport,Lonorore,239
5569,NUS,Norsup Airport,small_airport,Norsup,239
5570,ZGU,Gaua Island Airport,medium_airport,Gaua Island,239
5571,RCL,Redcliffe Airport,small_airport,Redcliffe,239
5572,SON,Santo Pekoa International Airport,medium_airport,Luganville,239
5573,TGH,Tongoa Airport,small_airport,Tongoa Island,239
5574,ULB,Uléi Airport,small_airport,Ambrym Island,239
5575,VLS,Valesdir Airport,small_airport,Epi Island,239
5576,WLH,Walaha Airport,small_airport,Walaha,239
5577,SWJ,Southwest Bay Airport,small_airport,Malekula Island,239
5578,OLJ,North West Santo Airport,small_airport,Olpoi,239
5579,AUY,Aneityum Airport,small_airport,Anatom Island,239
5580,AWD,Aniwa Airport,small_airport,Aniwa,239
5581,DLY,Dillon's Bay Airport,small_airport,Dillon's Bay,239
5582,FTA,Futuna Airport,small_airport,Futuna Island,239
5583,IPA,Ipota Airport,small_airport,Ipota,239
5584,VLI,Bauerfield International Airport,large_airport,Port Vila,239
5585,TAH,Whitegrass Airport,medium_airport,Tanna Island,239
5586,NWT,Nowata Airport,small_airport,Nowata,174
5587,TGJ,Tiga Airport,medium_airport,Tiga,159
5588,BMY,Île Art - Waala Airport,small_airport,Waala,159
5589,ILP,Île des Pins Airport,medium_airport,Île des Pins,159
5590,HLU,Nesson Airport,small_airport,Houailou,159
5591,KOC,Koumac Airport,small_airport,Koumac,159
5592,LIF,Lifou Airport,medium_airport,Lifou,159
5593,GEA,Nouméa Magenta Airport,medium_airport,Nouméa,159
5594,PUV,Poum / Malabou Airport,small_airport,Malabou,159
5595,PDC,Mueo Airport,small_airport,Népoui,159
5596,MEE,Maré Airport,medium_airport,Maré,159
5597,TOU,Touho Airport,medium_airport,Touho,159
5598,UVE,Ouvéa Airport,medium_airport,Ouvéa,159
5599,NOU,La Tontouta International Airport,large_airport,Nouméa (La Tontouta),159
5600,GWY,Galway Airport,small_airport,Galway,230
5601,VTN,Miller Field,small_airport,Coventryville,230
5602,ORT,Northway Airport,small_airport,Morrisonville,230
5603,AKL,Auckland International Airport,large_airport,Auckland,169
5604,TUO,Taupo Airport,medium_airport,Taupo,169
5605,AMZ,Ardmore Airport,medium_airport,Manurewa,169
5606,ASG,Ashburton Airport,small_airport,Ashburton,169
5607,CHC,Christchurch International Airport,large_airport,Christchurch,169
5608,CHT,Inia William Tuuta Memorial Airport,medium_airport,Te One,169
5609,CMV,Coromandel Airport,small_airport,Coromandel,169
5610,DGR,Dargaville Aerodrome,small_airport,Dargaville,169
5611,DUD,Dunedin International Airport,medium_airport,Dunedin,169
5612,WHO,Franz Josef Aerodrome,small_airport,Unknown,169
5613,GBZ,Great Barrier Aerodrome,small_airport,Claris,169
5614,GMN,Greymouth Airport,small_airport,Unknown,169
5615,GIS,Gisborne Airport,medium_airport,Gisborne,169
5616,GTN,Glentanner Airport,medium_airport,Glentanner Station,169
5617,HKK,Hokitika Airfield,medium_airport,Unknown,169
5618,HLZ,Hamilton International Airport,medium_airport,Hamilton,169
5619,WIK,Waiheke Island Aerodrome,small_airport,Waiheke Island,169
5620,KBZ,Kaikoura Airport,small_airport,Unknown,169
5621,KKE,Kerikeri Airport,medium_airport,Kerikeri,169
5622,KKO,Kaikohe Airport,small_airport,Kaikohe,169
5623,KAT,Kaitaia Airport,medium_airport,Awanui,169
5624,ALR,Alexandra Aerodrome,medium_airport,Alexandra,169
5625,MTA,Matamata Glider Airport,small_airport,Unknown,169
5626,MHB,Mechanics Bay Heliport,heliport,Auckland City,169
5627,MON,Mount Cook Airport,medium_airport,Unknown,169
5628,MFN,Milford Sound Airport,small_airport,Unknown,169
5629,MZP,Motueka Airport,small_airport,Unknown,169
5630,TEU,Manapouri Airport,medium_airport,Unknown,169
5631,MRO,Hood Airport,medium_airport,Masterton,169
5632,NPL,New Plymouth Airport,medium_airport,New Plymouth,169
5633,NPE,Hawke's Bay Airport,medium_airport,Napier,169
5634,NSN,Nelson Airport,medium_airport,Nelson,169
5635,IVC,Invercargill Airport,medium_airport,Invercargill,169
5636,OHA,RNZAF Base Ohakea,medium_airport,Unknown,169
5637,OAM,Oamaru Airport,medium_airport,Unknown,169
5638,PMR,Palmerston North Airport,medium_airport,Palmerston North,169
5639,PCN,Picton Aerodrome,small_airport,Koromiko,169
5640,PPQ,Paraparaumu Airport,medium_airport,Unknown,169
5641,ZQN,Queenstown Airport,large_airport,Queenstown,169
5642,RAG,Raglan Aerodrome,small_airport,Raglan,169
5643,SZS,Ryan's Creek Aerodrome,small_airport,Oban,169
5644,ROT,Rotorua Regional Airport,medium_airport,Rotorua,169
5645,TRG,Tauranga Airport,medium_airport,Tauranga,169
5646,TMZ,Thames Aerodrome,small_airport,Unknown,169
5647,KTF,Takaka Airport,small_airport,Unknown,169
5648,TKZ,Tokoroa Airfield,small_airport,Tokoroa,169
5649,THH,Taharoa Aerodrome,small_airport,Taharoa,169
5650,TIU,Timaru Airport,medium_airport,Unknown,169
5651,TWZ,Pukaki Airport,medium_airport,Twitzel,169
5652,BHE,Woodbourne Airport,medium_airport,Blenheim,169
5653,WKA,Wanaka Airport,medium_airport,Wanaka,169
5654,WHK,Whakatane Airport,medium_airport,Unknown,169
5655,WLG,Wellington International Airport,large_airport,Wellington,169
5656,WIR,Wairoa Airport,medium_airport,Wairoa,169
5657,WRE,Whangarei Airport,medium_airport,Whangarei,169
5658,WSZ,Westport Airport,medium_airport,Westport,169
5659,WTZ,Whitianga Airport,small_airport,Whitianga,169
5660,WAG,Wanganui Airport,medium_airport,Wanganui,169
5661,NLN,Kneeland Airport,small_airport,Kneeland,230
5662,BZF,Benton Field,small_airport,Redding,230
5663,BIN,Bamyan Airport,small_airport,Bamyan,3
5664,BST,Bost Airport,small_airport,Lashkar Gah,3
5665,CCN,Chaghcharan Airport,small_airport,Chaghcharan,3
5666,SBF,Sardeh Band Airport,small_airport,Sardeh Band,3
5667,DWR,Dwyer Airport,small_airport,Reg,3
5668,DAZ,Darwaz Airport,small_airport,Darwaz,3
5669,FAH,Farah Airport,small_airport,Farah,3
5670,FBD,Fayzabad Airport,small_airport,Fayzabad,3
5671,GZI,Ghazni Airport,small_airport,Ghazni,3
5672,GRG,Gardez Airport,small_airport,Gardez,3
5673,KWH,Khwahan Airport,small_airport,Khwahan,3
5674,HEA,Herat - Khwaja Abdullah Ansari International Airport,large_airport,Guzara,3
5675,OAI,Bagram Airfield,medium_airport,Bagram,3
5676,JAA,Jalalabad Airport,medium_airport,Jalalabad,3
5677,KBL,Kabul International Airport,large_airport,Kabul,3
5678,KDH,Ahmad Shah Baba International Airport / Kandahar Airfield,large_airport,Khvoshab,3
5679,KHT,Khost International Airport,medium_airport,Khost,3
5680,MMZ,Maymana Zahiraddin Faryabi Airport,medium_airport,Maymana,3
5681,MZR,Mazar-i-Sharif International Airport,large_airport,Mazar-i-Sharif,3
5682,URN,Urgun Airport,small_airport,Urgun,3
5683,LQN,Qala-i-Naw Airport,small_airport,Qala-i-Naw,3
5684,URZ,Orūzgān Airport,small_airport,Orūzgān,3
5685,OAS,Sharana Airstrip,small_airport,Sharana,3
5686,OAH,Shindand Air Base,small_airport,Shindand,3
5687,OAA,Shank Air Base,small_airport,Baraki Barak,3
5688,OLR,Salerno Airport,small_airport,Khost,3
5689,SGA,Sheghnan Airport,small_airport,Shiveh,3
5690,TII,Tarinkot Airport,small_airport,Tarinkot,3
5691,TQN,Taleqan Airport,small_airport,Taleqan,3
5692,UND,Kunduz Airport,medium_airport,Kunduz,3
5693,OAZ,Camp Shorabak Airfield,small_airport,Lashkar Gah,3
5694,ZAJ,Zaranj Airport,small_airport,Zaranj,3
5695,BAH,Bahrain International Airport,large_airport,Manama,22
5696,OCS,Corisco International Airport,large_airport,Corisco Island,86
5697,AHB,Abha International Airport,large_airport,Abha,191
5698,HOF,Al-Ahsa International Airport,large_airport,Hofuf,191
5699,ULH,Al-Ula International Airport,medium_airport,Al-Ula,191
5700,ABT,King Saud Bin Abdulaziz (Al Baha) Airport,medium_airport,Al-Baha,191
5701,BHH,Bisha Airport,medium_airport,Bisha,191
5702,DMM,King Fahd International Airport,large_airport,Ad Dammam,191
5703,DWD,Dawadmi Domestic Airport,medium_airport,Dawadmi,191
5704,DHA,King Abdulaziz Air Base,large_airport,Dhahran,191
5705,GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,medium_airport,Jizan,191
5706,ELQ,Prince Naif bin Abdulaziz International Airport,large_airport,Qassim,191
5707,URY,Gurayat Domestic Airport,medium_airport,Gurayat,191
5708,HAS,Ha'il Airport,medium_airport,Ha'il,191
5709,QJB,Jubail Airport,medium_airport,Jubail,191
5710,JED,King Abdulaziz International Airport,large_airport,Jeddah,191
5711,KMC,King Khaled Military City Airport,medium_airport,King Khaled Military City,191
5712,KMX,King Khalid Air Base,medium_airport,Khamis Mushait,191
5713,MED,Prince Mohammad Bin Abdulaziz Airport,large_airport,Medina,191
5714,EAM,Najran Domestic Airport,medium_airport,Najran,191
5715,AQI,Al Qaisumah/Hafr Al Batin Airport,medium_airport,Qaisumah,191
5716,AKH,Prince Sultan Air Base,medium_airport,Al Kharj,191
5717,RAH,Rafha Domestic Airport,medium_airport,Rafha,191
5718,RUH,King Khalid International Airport,large_airport,Riyadh,191
5719,RAE,Arar Domestic Airport,medium_airport,Arar,191
5720,XXN,Riyadh Air Base,closed,Riyadh,191
5721,SHW,Sharurah Domestic Airport,medium_airport,Sharurah,191
5722,AJF,Al-Jawf International Airport,large_airport,Al-Jawf,191
5723,SLF,As-Sulayyil Airport,small_airport,As-Sulayyil,191
5724,TUU,Prince Sultan bin Abdulaziz International Airport,large_airport,Tabuk,191
5725,TIF,Taif International Airport,large_airport,Taif,191
5726,TUI,Turaif Domestic Airport,medium_airport,Turaif,191
5727,WAE,Wadi Al Dawasir Domestic Airport,medium_airport,Wadi Al Dawasir,191
5728,EJH,Al Wajh Domestic Airport,medium_airport,Al Wajh,191
5729,YNB,Prince Abdulmohsen Bin Abdulaziz International Airport,large_airport,Yanbu,191
5730,ZUL,Zilfi Airport,small_airport,Zilfi,191
5731,EUG,Mahlon Sweet Field,heliport,Eugene,230
5732,OGM,Ogobsucum Airport,small_airport,Ustupu,171
5733,LLE,Riverside Airport,small_airport,Zanesville,230
5734,ABD,Abadan Ayatollah Jami International Airport,large_airport,Abadan,106
5735,DEF,Dezful Airport,medium_airport,Dezful,106
5736,AKW,Aghajari Airport,medium_airport,Aghajari,106
5737,GCH,Gachsaran Airport,medium_airport,Gachsaran,106
5738,OMI,Omidiyeh Airport,small_airport,Omidiyeh,106
5739,MRX,Mahshahr Airport,medium_airport,Mahshahr,106
5740,AWZ,Qasem Soleimani International Airport,large_airport,Ahvaz,106
5741,AEU,Abu Musa Island Airport,medium_airport,Abu Musa,106
5742,BUZ,Bushehr Airport,medium_airport,Bushehr,106
5743,KNR,Jam Airport,medium_airport,Jam,106
5744,KIH,Kish International Airport,large_airport,Kish Island,106
5745,BDH,Bandar Lengeh International Airport,medium_airport,Bandar Lengeh,106
5746,PGU,Persian Gulf International Airport,medium_airport,Khiyaroo,106
5747,KHK,Khark Airport,medium_airport,Khark,106
5748,SXI,Siri Airport,medium_airport,Siri,106
5749,LVP,Lavan Airport,medium_airport,Lavan Airport,106
5750,KSH,Shahid Ashrafi Esfahani Airport,medium_airport,Kermanshah,106
5751,IIL,Ilam Airport,medium_airport,Ilam,106
5752,KHD,Khoram Abad Airport,medium_airport,Unknown,106
5753,SDG,Sanandaj Airport,medium_airport,Unknown,106
5754,IFH,Hesa Airport,small_airport,Hesa,106
5755,KKS,Kashan Airport,medium_airport,Kashan,106
5756,IFN,Isfahan Shahid Beheshti International Airport,large_airport,Isfahan,106
5757,CQD,Shahrekord Airport,medium_airport,Shahrekord,106
5758,RAS,Sardar-e-Jangal Airport,medium_airport,Rasht,106
5759,HDM,Hamadan Airport,medium_airport,Hamadan,106
5760,AJK,Arak Airport,small_airport,Araak,106
5761,IKA,Imam Khomeini International Airport,large_airport,Tehran,106
5762,THR,Mehrabad International Airport,large_airport,Tehran,106
5763,GZW,Qazvin Airport,medium_airport,Qazvin,106
5764,PYK,Payam Karaj International Airport,medium_airport,Karaj,106
5765,SNX,Semnan Municipal Airport,small_airport,Semnan,106
5766,BND,Bandar Abbas International Airport,large_airport,Bandar Abbas,106
5767,JYR,Jiroft Airport,medium_airport,Jiroft,106
5768,KER,Ayatollah Hashemi Rafsanjani International Airport,large_airport,Kerman,106
5769,BXR,Bam Airport,medium_airport,Bam,106
5770,HDR,Havadarya Airport,small_airport,Bandar Abbas,106
5771,GSM,Qeshm International Airport,large_airport,Qeshm(Dayrestan),106
5772,RJN,Rafsanjan Airport,medium_airport,Rafsanjan,106
5773,SYJ,Sirjan Airport,medium_airport,Sirjan,106
5774,XBJ,Birjand International Airport,large_airport,Birjand,106
5775,CKT,Sarakhs Airport,medium_airport,Sarakhs,106
5776,RUD,Shahrud International Airport,small_airport,Shahrud,106
5777,MHD,Mashhad International Airport,large_airport,Mashhad,106
5778,BJB,Bojnord Airport,medium_airport,Bojnord,106
5779,AFZ,Sabzevar National Airport,medium_airport,Sabzevar,106
5780,TCX,Tabas Airport,medium_airport,Tabas,106
5781,KLM,Kalaleh Airport,small_airport,Kalaleh,106
5782,GBT,Gorgan Airport,medium_airport,Gorgan,106
5783,BSM,Bishe Kola Air Base,small_airport,Amol,106
5784,NSH,Nowshahr Airport,medium_airport,Nowshahr,106
5785,RZR,Ramsar Airport,medium_airport,Ramsar,106
5786,SRY,Sari Dasht-e Naz International Airport,medium_airport,Sari,106
5787,FAZ,Fasa Airport,medium_airport,Fasa,106
5788,JAR,Jahrom Airport,small_airport,Jahrom,106
5789,LRR,Lar Airport,medium_airport,Lar,106
5790,LFM,Lamerd Airport,medium_airport,Lamerd,106
5791,SYZ,Shiraz Shahid Dastghaib International Airport,large_airport,Shiraz,106
5792,YES,Yasuj Airport,medium_airport,Yasuj,106
5793,KHA,Khaneh Airport,small_airport,Khaneh,106
5794,KHY,Khoy Airport,small_airport,Khoy,106
5795,ADU,Ardabil Airport,medium_airport,Ardabil,106
5796,ACP,Sahand Airport,small_airport,Maragheh,106
5797,PFQ,Parsabad-Moghan Airport,small_airport,Parsabad,106
5798,OMH,Urmia Airport,medium_airport,Urmia,106
5799,TBZ,Tabriz International Airport,medium_airport,Tabriz,106
5800,IMQ,Maku National Airport,medium_airport,Showt,106
5801,JWN,Zanjan Airport,medium_airport,Zanjan,106
5802,AZD,Shahid Sadooghi Airport,medium_airport,Yazd,106
5803,ACZ,Zabol Airport,medium_airport,Zabol,106
5804,ZBR,Chabahar Konarak International Airport,medium_airport,Konarak,106
5805,ZAH,Zahedan International Airport,medium_airport,Zahedan,106
5806,IHR,Iranshahr Airport,medium_airport,Iranshahr,106
5807,JSK,Jask Airport,small_airport,Bandar-e-Jask,106
5808,AMM,Queen Alia International Airport,large_airport,Amman,111
5809,ADJ,Marka International (Amman Civil) Airport,large_airport,Amman,111
5810,AQJ,King Hussein International Airport,large_airport,Aqaba,111
5811,OMF,King Hussein Air College,small_airport,Mafraq,111
5812,XIJ,Ahmed Al Jaber Air Base,medium_airport,Ahmed Al Jaber AB,121
5813,KWI,Kuwait International Airport,large_airport,Kuwait City,121
5814,BEY,Beirut Rafic Hariri International Airport,large_airport,Beirut,125
5815,KYE,Rene Mouawad Air Base,medium_airport,Tripoli,125
5816,BYB,Dibba Airport,small_airport,Dibba al Baya,170
5817,AOM,Adam Airport,small_airport,Adam,170
5818,DQM,Duqm International Airport,large_airport,Duqm,170
5819,MNH,Mussanah Airport,medium_airport,Al Masna'ah,170
5820,SUH,Sur Airport,closed,Sur,170
5821,AUH,Zayed International Airport,large_airport,Abu Dhabi,2
5822,AZI,Al Bateen Executive Airport,large_airport,Abu Dhabi,2
5823,AAN,Al Ain International Airport,large_airport,Al Ain,2
5824,DHF,Al Dhafra Air Base,medium_airport,Unknown,2
5825,XSB,Sir Bani Yas Airport,medium_airport,Sir Bani Yas,2
5826,DXB,Dubai International Airport,large_airport,Dubai,2
5827,ZDY,Delma Airport,small_airport,Delma Island,2
5828,NHD,Al Minhad Air Base,medium_airport,Dubai,2
5829,DWC,Al Maktoum International Airport,large_airport,Dubai(Jebel Ali),2
5830,FJR,Fujairah International Airport,large_airport,Fujairah,2
5831,OMN,Osmanabad Airport,small_airport,Osmanabad,103
5832,RKT,Ras Al Khaimah International Airport,large_airport,Ras Al Khaimah,2
5833,SHJ,Sharjah International Airport,large_airport,Sharjah,2
5834,OMY,Preah Vinhear Airport,small_airport,Tbeng Meanchey,115
5835,RMB,Buraimi Airport,small_airport,Buraimi,170
5836,FAU,Fahud Airport,small_airport,Fahud,170
5837,RNM,Qarn Alam Airport,small_airport,Ghaba,170
5838,JNJ,Ja'Aluni Airport,small_airport,Duqm,170
5839,KHS,Khasab Airport,medium_airport,Khasab,170
5840,LKW,Lekhwair Airport,small_airport,Lekhwair,170
5841,MSH,RAFO Masirah,medium_airport,Masirah,170
5842,MCT,Muscat International Airport,large_airport,Muscat/Seeb,170
5843,OMM,Marmul Airport,small_airport,Marmul,170
5844,SLL,Salalah International Airport,large_airport,Salalah,170
5845,OHS,Suhar International Airport,medium_airport,Suhar,170
5846,TTH,Thumrait Air Base,medium_airport,Thumrait,170
5847,KCF,Thar Airport,small_airport,Kandanwari,176
5848,DDU,Dadu West Airport,small_airport,Dadu,176
5849,BHW,Bhagatanwala Airport,small_airport,Bhagatanwala,176
5850,BNP,Bannu Airport,small_airport,Bannu,176
5851,WGB,Bahawalnagar Airport,small_airport,Bahawalnagar,176
5852,BHV,Bahawalpur Airport,medium_airport,Bahawalpur,176
